INVOICE_LINE_ID,INVOICE_ID,INVOICE_NO,INVOICE_DT,LINE_NO,CUST_CODE,DEPOT_CD,SKU_CODE,HSN_CODE,QTY_CS,QTY_EA,UOM,MRP,UNIT_PRICE,GROSS_AMT,SCHEME_ID,SCHEME_DISC_AMT,CASH_DISC_AMT,GST_RATE_PCT,TAX_AMT,NET_AMT,CREATED_BY,CREATED_TS,LAST_UPD_BY,LAST_UPD_DT,ACTIVE_FLG,DELETE_FLAG
512884133,88512338,BCPL/26/JAI/0034040,01-OCT-2025,2,DIST-N-0142,DEP-JAI-05,SUV-DP-500G,3402,47.926,3.154,KG,99.00,71.47,41328.67,5501,1239.86,0.00,18.00,7215.99,47304.80,SFA_IFACE,01-OCT-2025 06:16:48,BATCH_OMS,01-OCT-2025 12:02:48,Y,N
512884137,88512341,BCPL/26/HYD/0034017,13-JUL-2025,1,DIST-S-0318,DEP-HYD-10,NMB-DB-190G,3402,71.240,17.812,EA,22.00,17.46,15237.20,,0.00,0.00,18.00,2742.70,17979.90,BATCH_OMS,13-JUL-2025 12:09:48,BATCH_OMS,13-JUL-2025 17:46:48,Y,N
512884141,88512341,BCPL/26/HYD/0034017,13-JUL-2025,2,DIST-S-0318,DEP-HYD-10,SUV-DB-250G,3402,41.106,28.680,EA,32.00,25.20,13153.19,,0.00,0.00,18.00,2367.57,15520.76,SFA_IFACE,13-JUL-2025 12:09:48,SFA_IFACE,13-JUL-2025 17:41:48,Y,N
512884146,88512341,BCPL/26/HYD/0034017,13-JUL-2025,3,DIST-S-0318,DEP-HYD-10,SUV-DP-500G,3402,74.771,3.497,KG,99.00,67.40,60710.48,,0.00,0.00,18.00,10927.89,71638.37,SFA_IFACE,13-JUL-2025 12:09:48,BATCH_OMS,13-JUL-2025 17:41:48,Y,N
512884150,88512346,BCPL/17/BLR/0034014,06-MAY-16,1,DIST-S-0318,DEP-BLR-08,NMB-DB-190G,3402,60.014,4.205,EA,22.00,16.01,11597.21,5533,231.94,0.00,18.00,2045.75,13411.02,APPS,06-MAY-16 05:39:34,APPS,06-MAY-16 11:09:34,Y,
512884153,88512348,BCPL/26/LKO/0034056,15-MAR-2026,1,DIST-N-0142,DEP-LKO-06,TRG-TEA-250G,0902,100.823,29.398,KG,145.00,114.80,142268.66,5522,4979.40,1331.34,5.00,6797.90,142755.82,BATCH_OMS,15-MAR-2026 04:12:49,BATCH_OMS,15-MAR-2026 09:58:49,Y,N
512884154,88512353,BCPL/26/HYD/0034042,24-JUL-2025,1,DIST-S-0318,DEP-HYD-10,SUV-DB-250G,3402,20.508,32.602,EA,32.00,21.84,6086.76,,0.00,0.00,18.00,1095.62,7182.38,BATCH_OMS,24-JUL-2025 05:32:24,BATCH_OMS,24-JUL-2025 11:05:24,Y,N
512884155,88512359,BCPL/26/JAI/0034069,01-DEC-2025,1,DIST-N-0142,DEP-JAI-05,SUV-DB-250G,3402,84.208,32.393,EA,32.00,22.07,23016.56,,0.00,0.00,18.00,4142.98,27159.54,BATCH_OMS,01-DEC-2025 09:21:36,BATCH_OMS,01-DEC-2025 15:02:36,Y,N
512884158,88512359,BCPL/26/JAI/0034069,01-DEC-2025,2,DIST-N-0142,DEP-JAI-05,SUV-DP-1KG,3402,1.319,10.963,KG,185.00,134.45,3602.05,5501,108.06,0.00,18.00,628.92,4122.91,SFA_IFACE,01-DEC-2025 09:21:36,SFA_IFACE,01-DEC-2025 14:56:36,Y,N
512884162,88512363,BCPL/26/JAI/0034095,27-MAY-2025,1,DIST-N-0142,DEP-JAI-05,KSG-HO-100ML,3305,98.593,33.664,LT,92.00,70.01,85186.77,5540,2129.67,0.00,18.00,14950.28,98007.38,BATCH_OMS,27-MAY-2025 11:14:23,BATCH_OMS,27-MAY-2025 16:47:23,Y,N
512884164,88512363,BCPL/26/JAI/0034095,27-MAY-2025,2,DIST-N-0142,DEP-JAI-05,TRG-TEA-250G,0902,61.395,6.690,KG,145.00,110.10,81851.64,,0.00,0.00,5.00,4092.58,85944.22,BATCH_OMS,27-MAY-2025 11:14:23,BATCH_OMS,27-MAY-2025 16:52:23,Y,N
512884168,88512369,BCPL/26/MUM/0034084,27-DEC-2025,1,DIST-W-0241,DEP-MUM-01,CHD-SP-4X100G,3401,115.437,31.030,EA,168.00,137.40,194596.05,,0.00,0.00,12.00,23351.53,217947.58,SFA_IFACE,27-DEC-2025 09:45:21,SFA_IFACE,27-DEC-2025 15:35:21,Y,N
512884171,88512369,BCPL/26/MUM/0034084,27-DEC-2025,2,DIST-W-0241,DEP-MUM-01,CHD-SP-4X100G,3401,72.814,10.234,EA,168.00,126.86,112144.49,,0.00,0.00,12.00,13457.34,125601.83,BATCH_OMS,27-DEC-2025 09:45:21,SFA_IFACE,27-DEC-2025 15:15:21,Y,N
512884175,88512369,BCPL/26/MUM/0034084,27-DEC-2025,3,DIST-W-0241,DEP-MUM-01,RKS-HW-200ML,3808,82.169,21.322,LT,99.00,76.92,77485.36,,0.00,666.86,18.00,13827.33,90645.83,SFA_IFACE,27-DEC-2025 09:45:21,SFA_IFACE,27-DEC-2025 15:30:21,Y,N
512884180,88512374,BCPL/26/GUW/0034010,30-JAN-2026,1,DIST-E-0409,DEP-GUW-12,CHD-SP-4X100G,3401,117.757,30.062,EA,168.00,132.25,190856.06,,0.00,0.00,12.00,22902.73,213758.79,BATCH_OMS,30-JAN-2026 08:14:20,BATCH_OMS,30-JAN-2026 13:58:20,Y,N
512884182,88512374,BCPL/26/GUW/0034010,30-JAN-2026,2,DIST-E-0409,DEP-GUW-12,KSG-HO-100ML,3305,55.719,17.099,LT,92.00,65.01,44579.11,5540,1114.48,0.00,18.00,7823.63,51288.26,BATCH_OMS,30-JAN-2026 08:14:20,BATCH_OMS,30-JAN-2026 13:55:20,Y,N
512884185,88512374,BCPL/26/GUW/0034010,30-JAN-2026,3,DIST-E-0409,DEP-GUW-12,CHD-SP-100G,3401,94.800,11.379,EA,45.00,36.37,41788.37,,0.00,0.00,12.00,5014.60,46802.97,BATCH_OMS,30-JAN-2026 08:14:20,BATCH_OMS,30-JAN-2026 13:54:20,Y,N
512884189,88512379,BCPL/26/CHD/0034043,16-JAN-2026,1,DIST-N-0187,DEP-CHD-07,KSG-HO-100ML,3305,82.378,0.922,LT,92.00,66.54,65838.54,,0.00,0.00,18.00,11850.94,77689.48,BATCH_OMS,16-JAN-2026 04:12:07,BATCH_OMS,16-JAN-2026 09:49:07,Y,N
512884192,88512383,BCPL/17/PUN/0034047,22-DEC-16,1,DIST-W-0233,DEP-PUN-02,SUV-DB-250G,3402,94.546,45.802,EA,32.00,24.43,28836.05,,0.00,0.00,18.00,5190.49,34026.54,APPS,22-DEC-16 08:28:16,APPS,22-DEC-16 13:58:16,Y,
512884195,88512388,BCPL/26/PUN/0034043,20-DEC-2025,1,DIST-W-0233,DEP-PUN-02,SUV-DB-250G,3402,11.294,24.758,EA,32.00,24.47,3922.20,,0.00,0.00,18.00,706.00,4628.20,SFA_IFACE,20-DEC-2025 08:11:56,SFA_IFACE,20-DEC-2025 13:53:56,Y,N
512884199,88512388,BCPL/26/PUN/0034043,20-DEC-2025,2,DIST-W-0233,DEP-PUN-02,SUV-DP-1KG,3402,13.923,38.667,KG,185.00,150.24,30910.83,,0.00,0.00,18.00,5563.95,36474.78,SFA_IFACE,20-DEC-2025 08:11:56,SFA_IFACE,20-DEC-2025 13:53:56,Y,N
512884204,88512389,BCPL/26/PUN/0034063,06-APR-2025,1,DIST-W-0233,DEP-PUN-02,CHD-SP-4X100G,3401,79.378,20.108,EA,168.00,118.20,114966.52,,0.00,798.37,18.00,20550.27,134718.42,BATCH_OMS,06-APR-2025 06:57:06,BATCH_OMS,06-APR-2025 12:39:06,Y,Y
512884207,88512389,BCPL/26/PUN/0034063,06-APR-2025,2,DIST-W-0233,DEP-PUN-02,CHD-SP-100G,3401,59.876,17.230,EA,45.00,33.15,24389.85,,0.00,0.00,18.00,4390.17,28780.02,BATCH_OMS,06-APR-2025 06:57:06,BATCH_OMS,06-APR-2025 12:43:06,Y,N
512884212,88512390,BCPL/26/HYD/0034048,20-MAR-2026,1,DIST-S-0318,DEP-HYD-10,CHD-SP-4X100G,3401,64.195,21.462,EA,168.00,136.62,108175.99,,0.00,0.00,12.00,12981.12,121157.11,BATCH_OMS,20-MAR-2026 13:36:02,BATCH_OMS,20-MAR-2026 19:22:02,Y,N
512884213,88512394,BCPL/26/CHD/0034069,25-SEP-2025,1,DIST-N-0187,DEP-CHD-07,KSG-HO-100ML,3305,74.400,19.015,LT,92.00,73.55,67063.99,,0.00,0.00,18.00,12071.52,79135.51,BATCH_OMS,25-SEP-2025 05:46:58,BATCH_OMS,25-SEP-2025 11:35:58,Y,N
512884218,88512394,BCPL/26/CHD/0034069,25-SEP-2025,2,DIST-N-0187,DEP-CHD-07,CHD-SP-100G,3401,12.245,3.588,EA,45.00,32.61,4908.72,,0.00,0.00,18.00,883.57,5792.29,BATCH_OMS,25-SEP-2025 05:46:58,BATCH_OMS,25-SEP-2025 11:36:58,Y,N
512884219,88512396,BCPL/26/GUW/0034015,04-JAN-2026,1,DIST-E-0409,DEP-GUW-12,KSG-HO-200ML,3305,101.881,45.257,LT,165.00,115.02,145825.69,5540,3645.64,0.00,18.00,25592.41,167772.46,SFA_IFACE,04-JAN-2026 09:32:52,BATCH_OMS,04-JAN-2026 15:02:52,Y,N
512884223,88512396,BCPL/26/GUW/0034015,04-JAN-2026,2,DIST-E-0409,DEP-GUW-12,TRG-TEA-1KG,0902,50.880,7.887,KG,540.00,402.92,249184.67,,0.00,0.00,5.00,12459.23,261643.90,BATCH_OMS,04-JAN-2026 09:32:52,BATCH_OMS,04-JAN-2026 15:04:52,Y,N
512884224,88512396,BCPL/26/GUW/0034015,04-JAN-2026,3,DIST-E-0409,DEP-GUW-12,SUV-DP-500G,3402,43.029,23.925,KG,99.00,78.05,42168.31,,0.00,0.00,18.00,7590.30,49758.61,BATCH_OMS,04-JAN-2026 09:32:52,BATCH_OMS,04-JAN-2026 15:03:52,Y,N
512884226,88512400,BCPL/26/BLR/0034016,10-MAR-2026,1,DIST-S-0318,DEP-BLR-08,SUV-DP-1KG,3402,29.929,18.046,KG,185.00,127.56,48114.87,,0.00,0.00,18.00,8660.68,56775.55,BATCH_OMS,10-MAR-2026 11:00:49,BATCH_OMS,10-MAR-2026 16:43:49,Y,N
512884230,88512400,BCPL/26/BLR/0034016,10-MAR-2026,2,DIST-S-0318,DEP-BLR-08,SUV-DP-500G,3402,51.680,43.371,KG,99.00,69.00,45783.64,,0.00,0.00,18.00,8241.06,54024.70,BATCH_OMS,10-MAR-2026 11:00:49,BATCH_OMS,10-MAR-2026 16:42:49,Y,N
512884235,88512406,BCPL/26/GUW/0034026,03-JAN-2026,1,DIST-E-0417,DEP-GUW-12,TRG-TEA-1KG,0902,47.436,7.658,KG,540.00,425.15,245264.78,,0.00,0.00,5.00,12263.24,257528.02,BATCH_OMS,03-JAN-2026 09:32:17,BATCH_OMS,03-JAN-2026 15:05:17,Y,N
512884240,88512406,BCPL/26/GUW/0034026,03-JAN-2026,2,DIST-E-0417,DEP-GUW-12,SUV-DB-250G,3402,96.225,36.676,EA,32.00,23.18,27616.10,,0.00,0.00,18.00,4970.90,32587.00,BATCH_OMS,03-JAN-2026 09:32:17,BATCH_OMS,03-JAN-2026 15:03:17,Y,N
512884242,88512408,BCPL/26/DEL/0034024,01-JUL-2025,1,DIST-N-0187,DEP-DEL-04,SUV-DB-250G,3402,15.917,6.328,EA,32.00,23.75,4686.64,,0.00,0.00,18.00,843.60,5530.24,BATCH_OMS,01-JUL-2025 14:28:34,BATCH_OMS,01-JUL-2025 20:11:34,Y,N
512884243,88512408,BCPL/26/DEL/0034024,01-JUL-2025,2,DIST-N-0187,DEP-DEL-04,CHD-SP-4X100G,3401,88.017,26.422,EA,168.00,116.71,126353.28,5514,5054.13,0.00,18.00,21833.85,143133.00,BATCH_OMS,01-JUL-2025 14:28:34,BATCH_OMS,01-JUL-2025 20:12:34,Y,N
512884246,88512413,BCPL/26/AHM/0034073,01-AUG-2025,1,DIST-W-0241,DEP-AHM-03,NMB-DB-190G,3402,22.034,1.666,EA,22.00,15.31,4073.59,,0.00,0.00,18.00,733.25,4806.84,BATCH_OMS,01-AUG-2025 09:56:53,BATCH_OMS,01-AUG-2025 15:45:53,Y,N
512884250,88512413,BCPL/26/AHM/0034073,01-AUG-2025,2,DIST-W-0241,DEP-AHM-03,NMB-DB-190G,3402,10.396,29.697,EA,22.00,17.07,2636.44,,0.00,0.00,18.00,474.56,3111.00,BATCH_OMS,01-AUG-2025 09:56:53,BATCH_OMS,01-AUG-2025 15:43:53,Y,N
512884255,88512419,BCPL/26/CHE/0034008,28-FEB-2026,1,DIST-S-0318,DEP-CHE-09,SUV-DP-500G,3402,115.493,15.150,KG,99.00,68.62,96141.15,5501,2884.23,0.00,18.00,16786.25,110043.17,SFA_IFACE,28-FEB-2026 13:03:48,SFA_IFACE,28-FEB-2026 18:46:48,Y,N
512884256,88512421,BCPL/26/GUW/0034053,25-MAY-2025,1,DIST-E-0409,DEP-GUW-12,NMB-DW-500ML,3402,66.987,35.729,LT,129.00,92.68,77811.63,,0.00,0.00,18.00,14006.09,91817.72,BATCH_OMS,25-MAY-2025 03:51:53,BATCH_OMS,25-MAY-2025 09:36:53,Y,N
512884261,88512421,BCPL/26/GUW/0034053,25-MAY-2025,2,DIST-E-0409,DEP-GUW-12,CHD-SP-4X100G,3401,18.174,41.502,EA,168.00,117.89,30603.07,,0.00,0.00,18.00,5508.55,36111.62,BATCH_OMS,25-MAY-2025 03:51:53,BATCH_OMS,25-MAY-2025 09:24:53,Y,N
512884266,88512427,BCPL/26/KOL/0034016,09-FEB-2026,1,DIST-E-0417,DEP-KOL-11,KSG-HO-100ML,3305,25.882,16.792,LT,92.00,67.51,22101.15,,0.00,0.00,18.00,3978.21,26079.36,BATCH_OMS,09-FEB-2026 03:31:35,BATCH_OMS,09-FEB-2026 09:02:35,Y,N
512884271,88512427,BCPL/26/KOL/0034016,09-FEB-2026,2,DIST-E-0417,DEP-KOL-11,RKS-HW-200ML,3808,2.542,10.538,LT,99.00,73.19,3003.86,,0.00,0.00,18.00,540.69,3544.55,BATCH_OMS,09-FEB-2026 03:31:35,BATCH_OMS,09-FEB-2026 09:15:35,Y,N
512884273,88512431,BCPL/26/BLR/0034034,02-OCT-2025,1,DIST-S-0318,DEP-BLR-08,KSG-HO-200ML,3305,66.282,34.022,LT,165.00,120.68,100092.72,,0.00,0.00,18.00,18016.69,118109.41,SFA_IFACE,02-OCT-2025 11:04:53,SFA_IFACE,02-OCT-2025 16:53:53,Y,N
512884274,88512434,BCPL/26/JAI/0034102,02-JUN-2025,1,DIST-N-0142,DEP-JAI-05,CHD-SP-100G,3401,27.450,26.782,EA,45.00,36.78,13100.37,5514,524.01,0.00,18.00,2263.74,14840.10,BATCH_OMS,02-JUN-2025 09:02:19,BATCH_OMS,02-JUN-2025 14:38:19,Y,N
512884276,88512437,BCPL/26/CHE/0034013,05-AUG-2025,1,DIST-S-0318,DEP-CHE-09,RKS-HW-200ML,3808,69.161,8.711,LT,99.00,75.70,63485.28,,0.00,0.00,18.00,11427.35,74912.63,BATCH_OMS,05-AUG-2025 05:01:25,BATCH_OMS,05-AUG-2025 10:34:25,Y,N
512884278,88512438,BCPL/26/DEL/0034068,30-NOV-2025,1,DIST-N-0187,DEP-DEL-04,RKS-HW-200ML,3808,32.804,38.450,LT,99.00,73.10,31586.36,,0.00,0.00,18.00,5685.54,37271.90,BATCH_OMS,30-NOV-2025 04:57:22,BATCH_OMS,30-NOV-2025 10:29:22,Y,N
512884282,88512438,BCPL/26/DEL/0034068,30-NOV-2025,2,DIST-N-0187,DEP-DEL-04,KSG-HO-100ML,3305,101.818,12.696,LT,92.00,62.87,77613.77,,0.00,0.00,18.00,13970.48,91584.25,BATCH_OMS,30-NOV-2025 04:57:22,BATCH_OMS,30-NOV-2025 10:40:22,Y,N
512884284,88512439,BCPL/26/HYD/0034083,25-JUN-2025,1,DIST-S-0352,DEP-HYD-10,NMB-DW-500ML,3402,47.881,34.236,LT,129.00,92.27,56174.71,,0.00,0.00,18.00,10111.45,66286.16,BATCH_OMS,25-JUN-2025 13:21:40,BATCH_OMS,25-JUN-2025 19:07:40,Y,N
512884285,88512439,BCPL/26/HYD/0034083,25-JUN-2025,2,DIST-S-0352,DEP-HYD-10,TRG-TEA-250G,0902,33.704,18.777,KG,145.00,107.80,45623.65,,0.00,0.00,5.00,2281.18,47904.83,SFA_IFACE,25-JUN-2025 13:21:40,SFA_IFACE,25-JUN-2025 18:54:40,Y,N
512884286,88512441,BCPL/26/HYD/0034125,18-MAR-2026,1,DIST-S-0352,DEP-HYD-10,CHD-SP-100G,3401,25.812,13.768,EA,45.00,31.14,10074.16,,0.00,0.00,12.00,1208.90,11283.06,SFA_IFACE,18-MAR-2026 14:07:42,SFA_IFACE,18-MAR-2026 19:44:42,Y,N
512884289,88512441,BCPL/26/HYD/0034125,18-MAR-2026,2,DIST-S-0352,DEP-HYD-10,SUV-DP-1KG,3402,72.974,21.572,KG,185.00,135.17,121282.63,,0.00,0.00,18.00,21830.87,143113.50,BATCH_OMS,18-MAR-2026 14:07:42,BATCH_OMS,18-MAR-2026 19:49:42,Y,Y
512884290,88512443,BCPL/26/JAI/0034126,25-MAY-2025,1,DIST-N-0187,DEP-JAI-05,KSG-HO-100ML,3305,27.880,3.249,LT,92.00,63.35,21400.20,,0.00,0.00,18.00,3852.04,25252.24,BATCH_OMS,25-MAY-2025 09:45:01,BATCH_OMS,25-MAY-2025 15:27:01,Y,N
512884291,88512443,BCPL/26/JAI/0034126,25-MAY-2025,2,DIST-N-0187,DEP-JAI-05,KSG-HO-200ML,3305,70.468,7.766,LT,165.00,116.35,99291.00,,0.00,0.00,18.00,17872.38,117163.38,BATCH_OMS,25-MAY-2025 09:45:01,BATCH_OMS,25-MAY-2025 15:34:01,Y,N
512884292,88512443,BCPL/26/JAI/0034126,25-MAY-2025,3,DIST-N-0187,DEP-JAI-05,SUV-DB-250G,3402,43.128,36.648,EA,32.00,23.11,12807.19,,0.00,0.00,18.00,2305.29,15112.48,BATCH_OMS,25-MAY-2025 09:45:01,BATCH_OMS,25-MAY-2025 15:15:01,Y,N
512884294,88512444,BCPL/26/PUN/0034087,11-SEP-2025,1,DIST-W-0241,DEP-PUN-02,TRG-TEA-1KG,0902,46.257,25.073,KG,540.00,388.69,225501.22,,0.00,0.00,5.00,11275.06,236776.28,BATCH_OMS,11-SEP-2025 09:44:52,BATCH_OMS,11-SEP-2025 15:24:52,Y,N
512884297,88512444,BCPL/26/PUN/0034087,11-SEP-2025,2,DIST-W-0241,DEP-PUN-02,SUV-DP-500G,3402,51.344,18.036,KG,99.00,75.62,47955.48,5501,1438.66,0.00,18.00,8373.03,54889.85,BATCH_OMS,11-SEP-2025 09:44:52,BATCH_OMS,11-SEP-2025 15:26:52,Y,N
512884301,88512444,BCPL/26/PUN/0034087,11-SEP-2025,3,DIST-W-0241,DEP-PUN-02,TRG-TEA-250G,0902,44.431,26.150,KG,145.00,118.21,66117.45,,0.00,0.00,5.00,3305.87,69423.32,BATCH_OMS,11-SEP-2025 09:44:52,BATCH_OMS,11-SEP-2025 15:28:52,Y,N
512884306,88512447,BCPL/26/PUN/0034115,13-DEC-2025,1,DIST-W-0241,DEP-PUN-02,SUV-DP-1KG,3402,18.385,4.608,KG,185.00,151.40,34099.52,,0.00,0.00,18.00,6137.91,40237.43,BATCH_OMS,13-DEC-2025 04:54:36,BATCH_OMS,13-DEC-2025 10:39:36,Y,N
512884307,88512447,BCPL/26/PUN/0034115,13-DEC-2025,2,DIST-W-0241,DEP-PUN-02,RKS-HW-200ML,3808,25.692,35.988,LT,99.00,71.65,24668.52,,0.00,0.00,18.00,4440.33,29108.85,BATCH_OMS,13-DEC-2025 04:54:36,BATCH_OMS,13-DEC-2025 10:44:36,Y,N
512884310,88512452,BCPL/26/GUW/0034081,05-FEB-2026,1,DIST-E-0409,DEP-GUW-12,CHD-SP-4X100G,3401,51.957,42.472,EA,168.00,134.99,89897.40,,0.00,266.77,12.00,10755.68,100386.31,BATCH_OMS,05-FEB-2026 10:36:19,BATCH_OMS,05-FEB-2026 16:19:19,Y,N
512884311,88512452,BCPL/26/GUW/0034081,05-FEB-2026,2,DIST-E-0409,DEP-GUW-12,CHD-SP-100G,3401,16.999,47.291,EA,45.00,33.51,8420.36,,0.00,70.96,12.00,1001.93,9351.33,BATCH_OMS,05-FEB-2026 10:36:19,BATCH_OMS,05-FEB-2026 16:13:19,Y,N
512884312,88512452,BCPL/26/GUW/0034081,05-FEB-2026,3,DIST-E-0409,DEP-GUW-12,NMB-DW-500ML,3402,35.924,35.302,LT,129.00,94.51,44078.52,,0.00,0.00,18.00,7934.13,52012.65,BATCH_OMS,05-FEB-2026 10:36:19,BATCH_OMS,05-FEB-2026 16:22:19,Y,N
512884315,88512456,BCPL/26/KOL/0034022,13-MAY-2025,1,DIST-E-0417,DEP-KOL-11,KSG-HO-200ML,3305,108.614,25.507,LT,165.00,117.62,156302.28,,0.00,0.00,18.00,28134.41,184436.69,SFA_IFACE,13-MAY-2025 13:26:37,SFA_IFACE,13-MAY-2025 18:59:37,Y,N
512884317,88512456,BCPL/26/KOL/0034022,13-MAY-2025,2,DIST-E-0417,DEP-KOL-11,NMB-DB-190G,3402,72.281,26.552,EA,22.00,15.73,14061.42,,0.00,0.00,18.00,2531.06,16592.48,BATCH_OMS,13-MAY-2025 13:26:37,BATCH_OMS,13-MAY-2025 19:00:37,Y,N
512884320,88512461,BCPL/26/CHD/0034106,14-JUN-2025,1,DIST-N-0187,DEP-CHD-07,SUV-DP-1KG,3402,38.513,10.032,KG,185.00,130.16,61459.99,,0.00,0.00,18.00,11062.80,72522.79,BATCH_OMS,14-JUN-2025 13:27:21,BATCH_OMS,14-JUN-2025 19:03:21,Y,N
512884323,88512464,BCPL/26/KOL/0034049,01-SEP-2025,1,DIST-E-0417,DEP-KOL-11,SUV-DP-500G,3402,61.101,17.710,KG,99.00,78.91,59255.26,5501,1777.66,0.00,18.00,10345.97,67823.57,BATCH_OMS,01-SEP-2025 13:59:15,BATCH_OMS,01-SEP-2025 19:41:15,Y,N
512884324,88512464,BCPL/26/KOL/0034049,01-SEP-2025,2,DIST-E-0417,DEP-KOL-11,SUV-DB-250G,3402,110.579,46.934,EA,32.00,25.38,34869.13,5501,1046.07,0.00,18.00,6088.15,39911.21,BATCH_OMS,01-SEP-2025 13:59:15,BATCH_OMS,01-SEP-2025 19:32:15,Y,N
512884326,88512466,BCPL/26/CHE/0034046,19-MAY-2025,1,DIST-S-0318,DEP-CHE-09,SUV-DP-1KG,3402,23.262,39.486,KG,185.00,131.20,41804.26,,0.00,0.00,18.00,7524.77,49329.03,SFA_IFACE,19-MAY-2025 08:14:53,SFA_IFACE,19-MAY-2025 13:44:53,Y,N
512884329,88512466,BCPL/26/CHE/0034046,19-MAY-2025,2,DIST-S-0318,DEP-CHE-09,SUV-DP-1KG,3402,116.955,42.693,KG,185.00,130.89,189286.97,,0.00,0.00,18.00,34071.65,223358.62,BATCH_OMS,19-MAY-2025 08:14:53,BATCH_OMS,19-MAY-2025 14:01:53,Y,N
512884334,88512466,BCPL/26/CHE/0034046,19-MAY-2025,3,DIST-S-0318,DEP-CHE-09,CHD-SP-100G,3401,42.405,32.105,EA,45.00,35.41,19155.57,,0.00,0.00,18.00,3448.00,22603.57,SFA_IFACE,19-MAY-2025 08:14:53,SFA_IFACE,19-MAY-2025 14:01:53,Y,N
512884337,88512468,BCPL/26/CHD/0034118,03-NOV-2025,1,DIST-N-0142,DEP-CHD-07,TRG-TEA-250G,0902,113.446,13.472,KG,145.00,112.59,154791.43,,0.00,0.00,5.00,7739.57,162531.00,BATCH_OMS,03-NOV-2025 06:08:55,BATCH_OMS,03-NOV-2025 11:39:55,Y,N
